,Unnamed: 0,video_ids,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,commentCount,duration,definition,caption,publishedAt_date,publishedAt_day,tags_count
246,246,n9defOwVWS8,CrashCourse,The Bicameral Congress: Crash Course Government and Politics #2,"In which Craig Benzine teaches you about the United States Congress, why it's bicameral, and what bicameral means. Craig tells you what the Senate and House of Representatives are for, talks about some of the histories of the institutions, and reveals to you just how you can become a representative. It's not that easy. But an eagle gets punched, so there's that.

Produced in collaboration with PBS Digital Studios: http://youtube.com/pbsdigitalstudios
Support is provided by Voqal: http://www.voqal.org

Chapters:
Introduction: What is Congress? 00:00
Who makes up the House of Representatives? 1:09
Who makes up the Senate? 1:38
What does Congress do? 1:58
Powers of the House of Representatives 2:13
Powers of the Senate 3:13
Why is Congress bicameral? 3:52
What's the difference between the Senate and the House? 6:00
Credits 8:32

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['government', 'United States', 'bicameral', 'bicameralism', 'congress', 'house of representatives', 'senate', 'congressman', 'congresswoman', 'congressperson', 'senator', 'president', 'speaker of the house', 'election', 'vote', 'elected', 'representative', 'democracy', 'washington', 'DC', 'politics', 'political', 'United States Congress (Governmental Body)', 'the great compromise', 'AP government', 'PBS', 'wheezywaiter', 'craig benzine', 'taxes', 'AP United States Government And Politics']",2015-01-30 22:40:43+00:00,3479424,37533,1835,545,hd,True,2015-01-30,Friday,30
247,247,0bf3CwYCxXw,CrashCourse,Separation of Powers and Checks and Balances: Crash Course Government and Politics #3,"In which Craig Benzine teaches you about the US Governments Separation of powers and the system of checks and balances. In theory, the Legislative Branch, the Executive Branch, and the Judicial Brach are designed to keep each other in check and to keep any branch from becoming too powerful. In reality, the system was designed to keep the President from becoming some kind of autocrat. For the most part, it has worked. Craig will call in the clones to explain which powers belong to which branches and to reveal some secret perks that the Supreme Court justices enjoy.

Produced in collaboration with PBS Digital Studios: http://youtube.com/pbsdigitalstudios
Support is provided by Voqal: http://www.voqal.org

Chapters:
Introduction 00:00
Separation of Powers 0:25
Checks & Balances 2:28
Legislative Branch powers over the Executive Branch 2:58
Legislative Branch powers over the Judiciary Branch 3:39
Executive Branch powers over the Legislative Branch 4:37
Executive Branch powers over the Judiciary Branch 4:59
Judiciary Branch powers over the Legislative & Executive Branches 5:20
Why do we have checks & balances? 6:22
Credits 7:58

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['United States', 'government', 'politics', 'executive', 'legislative', 'judicial', 'congress', 'house of representatives. congressmen', 'senator', 'supreme court', 'judiciary', 'senators', 'justice', 'chief justice', 'white house', 'president', 'impeach', 'impeachment', 'checks and balances', 'separation of powers', 'craig benzine', 'wheezy waiter', 'john green', 'hank green', 'vlogbrothers', 'thought bubble', 'constitution', 'rights', 'bill of rights', 'federalist papers', 'james madison', 'constitutional convention']",2015-02-07 00:05:43+00:00,3543887,32607,1495,511,hd,True,2015-02-07,Saturday,32
248,248,J0gosGXSgsI,CrashCourse,Federalism: Crash Course Government and Politics #4,"In which Craig Benzine teaches you about federalism, or the idea that in the United States, power is divided between the national government and the 50 state governments. Craig will teach you about how federalism has evolved over the history of the US, what powers are given to the federal government, and what stuff the states control on their own. And he punches an eagle, which may not surprise you at all.

Produced in collaboration with PBS Digital Studios: http://youtube.com/pbsdigitalstudios
Support is provided by Voqal: http://www.voqal.org

Chapters: 
Introduction: Federalism 00:00
What is Federalism? 0:38
Dual Federalism 1:47
The Commerce Cause 3:34
Cooperative Federalism 4:18
Grants-in-aid 4:48
Regulated Federalism 6:04
New Federalism 7:00
Federalism Today 8:05
Credits 8:44

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['federal', 'federalism', 'layer cake federalism', 'national government', 'united states', 'constitution', 'commerce clause', 'supreme court', 'AP United States Government And Politics', 'AP', 'state goverment', 'president', 'states', 'block grants', 'grant in aid', 'formula grants', 'america', 'AFDC', 'project grants', 'resources', 'federal aid', 'pbs', 'pbsds', 'john green', 'hank green', 'vlogbrothers', 'wheezywaiter', 'Crash Course', 'government', 'fed', 'economic', 'nations', 'AP US government', 'US government', 'dual federalism vs cooperative federalism']",2015-02-14 21:26:11+00:00,3338641,32444,1795,555,hd,True,2015-02-14,Saturday,35
249,249,kCCmuftyj8A,CrashCourse,Constitutional Compromises: Crash Course Government and Politics #5,"In which Craig Benzine teaches you about the compromises met in ratifying the U.S. Constitution. The United States didnâ€™t always have its current system of government. Actually, this is its second attempt. Craig will delve into the failures (and few successes) of the Articles of Confederation, tell you how delegates settled on a two-house system of representation, discuss the issues of slavery and population that have been embedded into our constitution, and fire up the clone machine to discuss how federalists and anti-federalist opposition provided the U.S. a Bill of Rights. And who knows, maybe all this talk of compromise will even inspire Craig and eagle to find some middle ground. 


Produced in collaboration with PBS Digital Studios: http://youtube.com/pbsdigitalstudios
Support is provided by Voqal: http://www.voqal.org

Chapters:
Introduction: The Constitution 00:00
The Articles of Confederation: Precursor to the Constitution 0:28
Why did the Articles of Confederation fail? 1:15
The Northwest Ordinance of 1787 2:06
The Virginia Plan 2:35
The New Jersey Plan 3:14
The Connecticut Compromise / The Great Compromise 3:30
The 3/5ths Compromise 4:00
Ratification of the U.S. Constitution 5:22
Federalists vs. Anti-Federalists 6:09
The Bill of Rights 7:36
Credits 8:23

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['constitution', 'articles of confederation', 'bill of rights', 'AP United States Government', 'AP', 'Crash Course', 'US government', 'AP US government', 'three-fifths compromise', 'the great compromise', 'us constitution', 'wheezywaiter', 'john green', 'compromise', 'pubs', 'pbsds', 'ratification']",2015-02-21 03:01:02+00:00,2255509,18803,989,537,hd,True,2015-02-21,Saturday,17
250,250,qxiD9AEX4Hc,CrashCourse,Congressional Elections: Crash Course Government and Politics #6,"This week Craig Benzine talks about the importance of elections in the strongest branch of the U.S. Government: Congress. He'll talk about the frequency of elections in the Senate and House, the typical characteristics of a candidate, and the motivating factors our congresspeople follow to get re-elected.

Produced in collaboration with PBS Digital Studios: http://youtube.com/pbsdigitalstudios
Support is provided by Voqal: http://www.voqal.org

Chapters:
Introduction: Congressional Elections 00:00
How Congressional Elections Work 0:59
How Congressional Candidates Get Elected 2:16
Characteristics of Congressional Candidates 3:05
Incumbency Advantage 4:21
The Electoral Connection & Why Congressional Elections Matter 6:01
Credits 8:25

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['congress', 'congressional elections', 'elections', 'united states', 'constitution', 'ap united states government', 'ap', 'state government', 'us government', 'ap us government', 'crash course', 'wheezywaiter', 'incumbency advantage', 'electoral connection', 'credit claiming', 'position taking', 'filibuster', 'john green', 'hank green', 'vlogbrothers']",2015-02-28 02:11:58+00:00,1310866,13625,737,538,hd,True,2015-02-28,Saturday,20
251,251,evLR90Dx79M,CrashCourse,Congressional Committees: Crash Course Government and Politics #7,"This week Craig Benzine clears up the role of committees in Congress. Weâ€™ll talk about standing committees, joint committees, conference committees, and caucuses (and not the candidate-choosing kinds) as well as the staff agencies that help advise these committees and congresspeople. As most bills never even make it to the house and senate floors for a vote, the role of committees, and their respective chairpersons as gatekeepers is pretty important. Thereâ€™s a lot to demystify here as the legislative process can seem pretty arcane at times, but the model, at least in theory, helps Congress run more efficiently.  

Produced in collaboration with PBS Digital Studios: http://youtube.com/pbsdigitalstudios
Support is provided by Voqal: http://www.voqal.org

Chapters:
Introduction: How does Congress work? 00:00
Congressional committees 0:40
Why does Congress have committees? 1:52
How do congressional committees work? 2:44
How Congress got its leadership structure 4:09
Congressional staff 5:03
Specialized staff agencies in Congress 5:35
Caucuses in Congress 6:15
Caucuses, congressional staff, & committees help make lawmaking more efficient 7:16
Credits 7:55

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['committees', 'standing', 'caucuses', 'staff agencies', 'gatekeeping authority', 'craig benzine', 'wheezy waiter', 'john green', 'vlogbrothers', 'crash course', 'crashcourse', 'united states government', 'us government', 'ap', 'government', 'civics', 'congress', 'senate', 'house of representatives', 'nancy pelosi', 'john boehner', 'newt gingrich', 'homework', 'help', 'iowa caucus', 'tea party', 'eagle punch', 'intelligence committee']",2015-03-07 00:38:25+00:00,1486916,12498,1146,508,hd,True,2015-03-07,Saturday,28
252,252,L8urcMLGFyU,CrashCourse,Congressional Leadership: Crash Course Government and Politics #8,"This week Craig Benzine explores the leadership structure of congress. Weâ€™ll break out the clone machine to examine the responsibilities of the speaker of the house, the majority and minority leaders, and the majority and minority whips in both the Senate and the House. As the leadership heavily influences assignments to committees and acts as the primary point of contact with the media, they wield significant power in influencing public dialog. 

Produced in collaboration with PBS Digital Studios: http://youtube.com/pbsdigitalstudios
Support is provided by Voqal: http://www.voqal.org

Chapters:
Introduction: Leadership Structure of Congress 00:00
Leadership in Congress 0:22
Speaker of the House 0:50
Majority & Minority Whips & Leaders 1:20
Senate leadership 2:05
How congressional leaders exercise power 3:03
Who controls the congressional agenda? 3:28
Access to press 4:13
Fundraising 4:43
Why political parties matter in Congress 5:26
Understanding congressional leadership 6:54
Credits 7:39

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['congressional leadership', 'congress', 'senate', 'speaker of the house', 'majority', 'minority', 'committees', 'president pro tempore', 'vice president', 'mitch mcconnell', 'john boehner', 'nancy pelosi', 'john green', 'craig benzine', 'vlogbrothers', 'batman', 'crash course', 'us government', 'civics', 'united states government', 'ap', 'United States Congress (Governmental Body)', 'politics']",2015-03-14 23:57:14+00:00,1143067,10019,595,492,hd,True,2015-03-14,Saturday,23
253,253,66f4-NKEYz4,CrashCourse,How a Bill Becomes a Law: Crash Course Government and Politics #9,"Oh my, Craig has his work cut out for him this week. The process of how a bill becomes a law can be pretty complex, fraught with potential bill-death at every corner. As if just getting through committee isnâ€™t difficult enough, bills have to navigate a series of amendments and votes in both houses, potentially more committees, further compromise bills, and even more floor votes, just to end up on the chopping block of the President. And then in one fell swoop, the President can stop a bill in its tracks with a veto! But then again, a presidential veto isnâ€™t necessarily a billâ€™s end either. 

As you can see weâ€™ve got to lot to cover, and weâ€™ll be the first to admit this has been covered before, and extraordinarily well might we add, by the folks at School House Rock. But weâ€™ll give it our best shot - without the singing of course. Well, not too much singing anyway.

Support is provided by Voqal: http://www.voqal.org
This episode is sponsored by Squarespace: http://www.squarespace.com/crashcourse  

Chapters:
Introduction: How a Bill Becomes a Law 00:00
Bill introduction 0:49
Committee referral 1:02
Senate rules 1:35
The bill passes the other chamber 1:59
Conference committee 2:19
The President signs the law 2:39
Vetos & Pocket Vetos 2:45
Overriding a veto 3:15
Why do so few laws get passed? 3:57
Places a bill can die 4:14
Veto gates 5:02
Why Congress has so many procedural hurdles 5:52
Credits 6:28

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'How a Bill Becomes a Law', 'Crash Course Government and Politics', 'US Government', 'Civics', 'School House Rock', 'Craig Benzine', 'pocket', 'taft hartley', 'veto', 'override', 'committee', 'wheezy waiter', 'filibuster', 'vetogates', 'bill gates', 'conference committee', 'compromise bill', 'senate', 'house']",2015-03-20 23:03:53+00:00,2185684,18455,913,421,hd,True,2015-03-20,Friday,24
254,254,ZT9ipQdYL-s,CrashCourse,Congressional Decisions: Crash Course Government and Politics #10,"This week Craig breaks out the crystal ball to try and figure out why our congresspeople do the things that they do. Weâ€™ll talk about the three motivating factors of congressional decisions - constituency, interest groups, and political parties - and weâ€™ll break down how each of these factors motivates certain actions like casework, public opinion polls, and logrolling. Craig will even weigh in on which of these factors probably contributes most significantly to the actions and decisions of our congresspersons and he'll do it without even a touch of cynicism!

Support is provided by Voqal: http://www.voqal.org
This episode is sponsored by Squarespace: http://www.squarespace.com/crashcourse 
 
Chapters:
Introduction 00:00
How constituents & public opinion influence lawmakers 0:38
How interest groups influence lawmakers 2:01
How political parties influence lawmakers 3:07
Presidential power & political parties 4:20
Other influences on congressional decisions 5:20
Credits 6:05

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['crash course', 'john green', 'hank green', 'vlogbrothers', 'crashcourse', 'government', 'politics', 'us government', 'ap', 'united states government', 'PBSDS', 'PBS', 'congress', 'constituency', 'interest groups', 'political party', 'democrat', 'republican', 'logrolling', 'public opinion polls', 'casework', 'barack obama', 'john boehner', 'dennis hastert', 'davy crockett', 'AP United States Government And Politics']",2015-03-27 22:59:38+00:00,742996,6416,348,396,hd,True,2015-03-27,Friday,26
255,255,5l02sK5LovI,CrashCourse,Presidential Power: Crash Course Government and Politics #11,"This week Craig looks at the expressed powers of the President of the United States - that is the ones you can find in the Constitution. From appointing judges and granting pardons, to vetoing laws and acting as the nationâ€™s chief diplomat on foreign policy, the Commander in Chief is a pretty powerful person, but actually not as powerful as you might think. The Constitution also limits presidential powers to maintain balance among the three branches of government. Next week we'll talk about the President's powers NOT mentioned in the Constitution - implied powers. 

Support is provided by Voqal: http://www.voqal.org 
This episode is sponsored by Squarespace: http://www.squarespace.com/crashcourse

Chapters:
Introduction: Presidential Power 00:00 
Qualifications to become President 1:41
Presidential powers 2:33
Commander-in-Chief 3:26
Diplomatic powers of the President 4:11
State of the Union 4:38
Other formal powers of the President 5:03
Credits 5:56

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['ap government', 'president', 'barack obama', 'ap civics', 'powers of the president of the united states', 'john green', 'hank green', 'vlogbrothers', 'us government', 'crash course', 'politics', 'potus', 'expressed powers', 'craig benzine', 'wheezy waiter', 'veto', 'constitution', 'foreign policy', 'ap united states government', 'president of the united states', 'commander in chief', 'eagle punching', 'chris hemsworth', 'military', 'state of the union', 'sotu']",2015-04-11 16:33:25+00:00,1998744,15342,636,390,hd,True,2015-04-11,Saturday,26
256,256,fnHb-zyWh14,CrashCourse,Presidential Powers 2: Crash Course Government and Politics #12,"This week Craig continues our conversation on presidential powers by looking at those NOT found in the Constitution - implied or inherent powers. Weâ€™ll talk about how the President uses their power to negotiate executive agreements, recommend legislative initiatives, instate executive orders, impound funds, and claim executive privilege in order to get things done. Implied powers are kind of tough to tack down, as they arenâ€™t really powers until theyâ€™re asserted, but once they are, most subsequent Presidents chose not to give them up. So weâ€™ll try to cover those weâ€™ve seen so far and talk a little bit about reactions to these sometimes controversial actions from the other branches of Congress. 

Support is provided by Voqal: http://www.voqal.org
This episode is sponsored by Squarespace: http://www.squarespace.com/crashcourse 

Chapters:
Introduction: Informal Powers of the President 00:00
Informal powers of the President 0:50
Inherent power to use troops 1:20
War Powers Resolution 2:23
Executive agreements vs. treaties 2:42
CEO of the U.S. 3:31
Legislative Initiative 4:18
Executive orders 5:20
Impounding funds 6:02
Executive privilege 6:20
The importance of presidential precedent 6:56
Credits 7:21

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'presidential power', 'implied', 'inherent', 'executive agreement', 'legislative initiative', 'impound founds', 'privilege', 'Craig Benzine', 'U.S. Government and Politics', 'civicis', 'united states government', 'ap', 'A.P.', 'constitution', 'Obamacare', 'AP United States Government And Politics', 'Powers Of The President Of The United States', 'President Of The United States (Government Office Or Title)', 'Barack Obama (US President)', 'politics']",2015-04-17 22:43:21+00:00,1339726,10111,416,473,hd,True,2015-04-17,Friday,25
257,257,UVboes68PkQ,CrashCourse,Congressional Delegation: Crash Course Government and Politics #13,"In which Craig Benzine teaches you about delegation and informal powers. What are all these federal agencies about? Well, the President has a lot of stuff to do as the chief executive, and as much as Americans like to talk about personal responsibility, the President can't really do all this stuff alone. Because it's a huge job! Same deal with Congress. So, they delegate authority. This is where all the government agencies and stuff come from. Congress creates them to actually get around to enforcing laws. You'll learn about stuff like OSHA, the FDA, and maybe even the FCC. Although you hear an occasional complaint about bureaucracies and such, the business of government wouldn't get done without agencies and delegation.

Support is provided by Voqal: http://www.voqal.org
This episode is sponsored by Squarespace: http://www.squarespace.com/crashcourse 

Chapters:
Introduction: Delegation 00:00
What is delegation? 0:39
How Congress limits an agency's discretion 1:37
Why Congress delegates power 2:45
Congressionally delegated powers: key takeaways  4:37
Credits 5:44

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'Craig Benzine', 'Government', 'Government and Politics', 'US Government and Politics', 'Civics', 'delegate', 'delegation', 'executive branch', 'legislative branch', 'New Deal', 'patriot act', 'barack obama', 'obamacare', 'discretion', 'trustee', 'irs targeting', 'tea party scandal', 'osha', 'Upon Sinclair', 'USDA', 'FCC', 'gov', 'pol', 'political', 'text', 'exam', 'AP']",2015-04-24 22:02:26+00:00,505144,4862,192,376,hd,True,2015-04-24,Friday,32
258,258,5vnuFJSMYkY,CrashCourse,How Presidents Govern: Crash Course Government and Politics #14,"This week Craig Benzine talks about how the President gets things done. Filling the role of the Executive Branch is a pretty big job - much too big for just one person. It's so big that the President employs an entire federal bureaucracy! Today, weâ€™re just going to focus on those closest to the President, like the Vice President, the Cabinet, and the Executive Office of the President. Weâ€™ll figure out which strategy is most useful in helping the President make things happen and weâ€™ll discuss the controversy around the Presidentâ€™s gradual increase in power. Oh, and as many of you noticed - last episode eagle got off too easy. Letâ€™s see if we can make it up to you. 

Support is provided by Voqal: http://www.voqal.org

Chapters:
Introduction: Governing 00:00
Who makes up the Executive Branch? 0:36
Who makes up the Executive Office of the President? 1:36
Independent agencies & government corporations 2:35
How the President can use party leadership to govern 3:57
How the President can use the media to shift public opinion 5:00
How the President can use administrative strategy to govern 5:29
Why Presidents rely on administrative strategies 7:19
Credits 8:50

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'us government', 'civics', 'government and politics', 'executive branch', 'govern', 'op', 'cabinet', 'barack obama', 'eagle-punching', 'political parties', 'nasa', 'post office', 'amtrak', 'attorney general', 'secretary of state', 'secretary of defense', 'administrative strategy', 'party leadership', 'public opinion', 'executive order', 'ftc', 'sec', 'press secretary', 'chief of staff', 'truman', 'bush', 'roosevelt', 'jackson', 'fcc']",2015-05-01 23:49:53+00:00,997876,8539,513,563,hd,True,2015-05-01,Friday,34
259,259,I8EQAnKntLs,CrashCourse,Bureaucracy Basics: Crash Course Government and Politics #15,"This week Craig Benzine discusses bureaucracies. Bureaucracies tend to be associated with unintelligible rules and time-wasting procedures, but they play an important, though controversial, role in governing. From the FDA to the EPA, these agencies were established to help the government manage and carry out laws much more efficiently - to bring rule-making and enforcement closer to the experts. But the federal bureaucracy (which is part of the executive branch) has a lot of power and sometimes acts like Congress in creating regulations and like the courts through administrative adjudications. It's all a bit problematic for that whole ""separation of powers"" thing. So we'll talk about that too, and the arguments for and against increased federal bureaucracy. 

Support is provided by Voqal: http://www.voqal.org

Chapters:
Introduction: Craig does paperwork 00:00
What is bureaucracy? 0:51
What do bureaucrats do? 1:34
Bureaucracy & division of powers 2:19
Bureaucracy & regulations 2:43
Bureaucracy & administrative adjudications 3:36
Why do we have bureaucracy? 4:15
Credits 6:25

--
Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['Bureaucracy (Quotation Subject)', 'bureaucracy', 'government', 'Crash Course', 'Hank Green', 'vlogbrothers', 'crashcourse', 'us government', 'bureaucrat', 'separation of powers', 'John Green', 'regulation', 'administrative adjudication', 'politics', 'epa', 'fda', 'usda', 'dmv', 'irs', 'nasa', 'privatization', 'rage against the machine', 'eagle punch', 'civics', 'fcc', 'craig benzine', 'wheezywaiter', 'PBS', 'pbs digital studios']",2015-05-09 15:41:55+00:00,1465722,13903,517,419,hd,True,2015-05-09,Saturday,29
260,260,tIvUo3bP4Eo,CrashCourse,Types of Bureaucracies: Crash Course Government and Politics #16,"In which Craig Benzine breaks down the different types of bureaucracies. I mean sure, theyâ€™re all part of the executive branch, but some work more directly with the President than others. Some bureaucracies exist solely to independently regulate industry whereas others are expected to operate like corporations and make a profit. And on top of all that, some of these agencies have sub-agencies! It can all get pretty complicated, so weâ€™ll try to discuss some of the most significant agencies out there and the ones you hear a lot about on the news. Weâ€™ll talk about how they seem to have steadily gained more and more power, and of course, weâ€™ll talk about what all the agencies are for in the first place!

Support is provided by Voqal: http://www.voqal.org

Chapters:
Introduction: Types of Bureaucracies  00:00
Executive Departments 0:41
Sub-agencies of Executive Departments 1:21
Independent Agencies 1:30
Independent Regulatory Commissions 1:45
Government Corporations 2:08
Functions of government bureaucracies 2:22
Where do bureaucracies get their power? 4:16
Credits 5:24

Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'Craig Benzine', 'government', 'u.s. government', 'united states government', 'politics', 'civics', 'executive branch', 'bureaucracy', 'department of defense', 'treasury department', 'regulatory commission', 'independent', 'cabinet', 'amtrak', 'postal service', 'regulation', 'welfare', 'fbi', 'nasa', 'ftc', 'sec', 'fda', 'national institute of health', 'center for disease control', 'SNAP', 'IRS', 'fcc', 'cia']",2015-05-15 22:28:57+00:00,845043,7201,204,358,hd,True,2015-05-15,Friday,33
261,261,12MCVhfo4j4,CrashCourse,Controlling Bureaucracies: Crash Course Government and Politics #17,"In which Craig Benzine tells you how we keep bureaucracy in check. So we've spent the last few episodes telling you all about what bureaucracies are and why they are formed. And throughout we've hinted about this ever-expanding power within the executive branch. So today, we're going to finish our discussion of bureaucracy by looking at methods the other branches of government use to manage this power. From watch-dog organizations to reporting requirements there has been quite a bit of legislation passed aimed at taming the bureaucracy. 

Produced in collaboration with PBS Digital Studios: http://youtube.com/pbsdigitalstudios

Support is provided by Voqal: http://www.voqal.org

All Flickr.com images are licensed under Creative Commons by Attribution 2.0
http://creativecommons.org/licenses/by/2.0/legalcode
--

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Tumblr - http://thecrashcourse.tumblr.com 
Support Crash Course on Patreon: http://patreon.com/crashcourse

CC Kids: http://www.youtube.com/crashcoursekids","['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'bureaucracy', 'craig benzine', 'watch-dog', 'reporting requirements', 'executive branch', 'congress', 'externalities', 'de-regulation', 'devolution', 'hearings', 'us government and politics', 'civics', 'government', 'barack obama', 'George W. Bush (US President)']",2015-05-24 00:09:36+00:00,574854,5279,274,445,hd,True,2015-05-24,Sunday,20
262,262,mXw-hEB263k,CrashCourse,Legal System Basics: Crash Course Government and Politics #18,"This week Craig Benzine takes a first look at the judicial branch. It's pretty easy to forget that the courts, and the laws that come out of them, affect our lives on a daily basis. But how exactly these decisions are made and where each law's jurisdiction starts and ends can get pretty complicated. So complicated in fact that you may want to smash something. But don't worry, Craig will clear the way. 

Produced in collaboration with PBS Digital Studios: http://youtube.com/pbsdigitalstudios

Support is provided by Voqal: http://www.voqal.org

All Flickr.com images are licensed under Creative Commons by Attribution 2.0
http://creativecommons.org/licenses/by/2.0/legalcode

***
Crash Course is on Patreon! You can support us directly by signing up at http://www.patreon.com/crashcourse

Want to find Crash Course elsewhere on the internet?
Facebook - http://www.facebook.com/YouTubeCrashCourse
Twitter - http://www.twitter.com/TheCrashCourse
Instagram - https://www.instagram.com/thecrashcourse/

CC Kids: http://www.youtube.com/crashcoursekids","['John Green', 'Hank Green', 'vlogbrothers', 'Crash Course', 'crashcourse', 'craig benzine', 'us government', 'united states government', 'politics', 'civics', 'judicial branch', 'judiciary', 'tort', 'penal code', 'criminal', 'public', 'law', 'appeals', 'statutes', 'supreme', 'appellate', 'court', 'jurisdiction', 'trial', 'common', 'hulk', 'smash', 'night court', 'Civil Law (Field Of Study)', 'Police', 'Crime']",2015-05-30 14:43:23+00:00,1487497,14642,403,494,hd,True,2015-05-30,Saturday,31
